Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
00961-00	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Kirchhofsgeheimniß			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft40–44, S.565–568, 581–585, 597–601, 609–613, 621–623							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Kirchhofsgeheimniß							
00961-01	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Kirchhofsgeheimniß			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	565–568							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Kirchhofsgeheimniß							
00961-02	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Kirchhofsgeheimniß			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	581–585							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Kirchhofsgeheimniß							
00961-03	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Kirchhofsgeheimniß			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	597–601							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Kirchhofsgeheimniß							
00961-04	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Kirchhofsgeheimniß			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	609–613							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Kirchhofsgeheimniß							
00961-05	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Ein Kirchhofsgeheimniß			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	621–623							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Ein_Kirchhofsgeheimniß							
00962-00	Ring	Max		m	Der Kranken-Engel			1858		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft3–5, S.33–36, 45–48, 57–59							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Kranken-Engel							
00962-01	Ring	Max		m	Der Kranken-Engel			1858		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	33–36							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Kranken-Engel							
00962-02	Ring	Max		m	Der Kranken-Engel			1858		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	45–48							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Kranken-Engel							
00962-03	Ring	Max		m	Der Kranken-Engel			1858		Novelle	N	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	57–59							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_Kranken-Engel							
00963-00	Reinhardt	Luise	Ernst Fritze	f	Oberst Hußlar			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft32–33, S.453–456, 465–471							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Oberst_Hußlar							
00963-01	Reinhardt	Luise	Ernst Fritze	f	Oberst Hußlar			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	453–456							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Oberst_Hußlar							
00963-02	Reinhardt	Luise	Ernst Fritze	f	Oberst Hußlar			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	465–471							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Oberst_Hußlar							
00963-03	Reinhardt	Luise	Ernst Fritze	f	Oberst Hußlar			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft32–33, S.453–456, 465–471							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Oberst_Hußlar							
00964-00	Reinhardt	Luise	Ernst Fritze	f	Rath Braunstein und Familie			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft45–47, S.637–640, 653–656, 669–671							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rath_Braunstein_und_Familie							
00964-01	Reinhardt	Luise	Ernst Fritze	f	Rath Braunstein und Familie			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	637–640							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rath_Braunstein_und_Familie							
00964-02	Reinhardt	Luise	Ernst Fritze	f	Rath Braunstein und Familie			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	653–656							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rath_Braunstein_und_Familie							
00964-03	Reinhardt	Luise	Ernst Fritze	f	Rath Braunstein und Familie			1858		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	669–671							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rath_Braunstein_und_Familie							
00965-00	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Rosa Heisterberg			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft5–9, S.59–63, 82–84, 97–100, 109–112, 120–128,							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rosa_Heisterberg							
00965-01	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Rosa Heisterberg			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	59–63							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rosa_Heisterberg							
00965-02	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Rosa Heisterberg			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	82–84							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rosa_Heisterberg							
00965-03	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Rosa Heisterberg			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	97–100							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rosa_Heisterberg							
00965-04	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Rosa Heisterberg			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	109–112							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rosa_Heisterberg							
00965-05	Temme	Jodocus Donatus Hubertus	"Verfasser der ""neuen deutschen Zeitbilder"""	m	Rosa Heisterberg			1858		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	120–128							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Rosa_Heisterberg							
00966-00	Sch-r	J.		m	Auch ein Zopfabschneider			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft18, S.253-259							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Auch_ein_Zopfabschneider							
00967-00	R.	L.		m	Babeli			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft13, S.177-180							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Babeli							
00968-00	o.N.	o.N.			Berliner Polizei			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft7–11, S.101–103; 110–112; 130–132; 146–147; 155–158							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Berliner_Polizei							
00968-01	o.N.	o.N.			Berliner Polizei			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	101–103							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Berliner_Polizei							
00968-02	o.N.	o.N.			Berliner Polizei			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	110–112							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Berliner_Polizei							
00968-03	o.N.	o.N.			Berliner Polizei			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	130–132							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Berliner_Polizei							
00968-04	o.N.	o.N.			Berliner Polizei			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	146–147							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Berliner_Polizei							
00968-05	o.N.	o.N.			Berliner Polizei			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	155–158							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Berliner_Polizei							
00969-00	Ring	Max		m	Börne’s Jugendliebe			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		FALSE	Heft31, S.437–440							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Börne’s_Jugendliebe							
00970-00	Temme	Jodocus Donatus Hubertus	"J. D. H. Temme, Verfasser der ""Neuen deutschen Zeitbilder"""	m	Er betet			1859		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	Heft1–4, S.1–4, 17–20, 34–36, 45–46							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Er_betet							
00970-01	Temme	Jodocus Donatus Hubertus	"J. D. H. Temme, Verfasser der ""Neuen deutschen Zeitbilder"""	m	Er betet			1859		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	1–4							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Er_betet							
00970-02	Temme	Jodocus Donatus Hubertus	"J. D. H. Temme, Verfasser der ""Neuen deutschen Zeitbilder"""	m	Er betet			1859		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	17–20							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Er_betet							
00970-03	Temme	Jodocus Donatus Hubertus	"J. D. H. Temme, Verfasser der ""Neuen deutschen Zeitbilder"""	m	Er betet			1859		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	34–36							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Er_betet							
00970-04	Temme	Jodocus Donatus Hubertus	"J. D. H. Temme, Verfasser der ""Neuen deutschen Zeitbilder"""	m	Er betet			1859		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	45–46							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Er_betet							
00971-00	Ernesti	Louise		f	Der gelbe Handschuh			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft4, S.46–48							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_gelbe_Handschuh							
00971-01	Ernesti	Louise		f	Der gelbe Handschuh			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft4, S.46–48							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_gelbe_Handschuh							
00971-02	Ernesti	Louise		f	Der gelbe Handschuh			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft4, S.46–48							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Der_gelbe_Handschuh							
00972-00	Reinhardt	Luise	Ernst Fritze	f	Lord Felix			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft32–34, S.449–452, 466–468, 481–486							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lord_Felix							
00972-01	Reinhardt	Luise	Ernst Fritze	f	Lord Felix			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	449–452							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lord_Felix							
00972-02	Reinhardt	Luise	Ernst Fritze	f	Lord Felix			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	466–468							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lord_Felix							
00972-03	Reinhardt	Luise	Ernst Fritze	f	Lord Felix			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	481–486							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lord_Felix							
00972-04	Reinhardt	Luise	Ernst Fritze	f	Lord Felix			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft32–34, S.449–452, 466–468, 481–486							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Lord_Felix							
00973-00	o.N.	o.N.			Nur eine Putzmacherin			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft44–46, S.629–632, 645–649, 661–664							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Nur_eine_Putzmacherin							
00973-01	o.N.	o.N.			Nur eine Putzmacherin			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	629–632							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Nur_eine_Putzmacherin							
00973-02	o.N.	o.N.			Nur eine Putzmacherin			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	645–649							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Nur_eine_Putzmacherin							
00973-03	o.N.	o.N.			Nur eine Putzmacherin			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	661–664							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Nur_eine_Putzmacherin							
00974-00	Reinhardt	Luise	Ernst Fritze	f	Onkel Fabian			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft10–12, S.133–136, 149–152, 161–164							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Onkel_Fabian							
00974-01	Reinhardt	Luise	Ernst Fritze	f	Onkel Fabian			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	133–136							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Onkel_Fabian							
00974-02	Reinhardt	Luise	Ernst Fritze	f	Onkel Fabian			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	149–152							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Onkel_Fabian							
00974-03	Reinhardt	Luise	Ernst Fritze	f	Onkel Fabian			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	161–164							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Onkel_Fabian							
00975-00	J.	F.		m	Die schönste Nase			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft20–21, S.281–284, 293–298							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_schönste_Nase							
00975-01	J.	F.		m	Die schönste Nase			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	281–284							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_schönste_Nase							
00975-02	J.	F.		m	Die schönste Nase			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	293–298							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_schönste_Nase							
00976-00	Brunold	Friedrich		m	Tage im Walde			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			FALSE	Heft35, S.493–495							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Tage_im_Walde							
00977-00	R.	L.		m	Theater und Schule			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	Heft36–39, S.505–508, 521–524, 531–536, 549–553							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Theater_und_Schule							
00977-01	R.	L.		m	Theater und Schule			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	505–508							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Theater_und_Schule							
00977-02	R.	L.		m	Theater und Schule			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	521–524							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Theater_und_Schule							
00977-03	R.	L.		m	Theater und Schule			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	531–536							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Theater_und_Schule							
00977-04	R.	L.		m	Theater und Schule			1859		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle			TRUE	549–553							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Theater_und_Schule							
00978-00	Schmid	Hermann von	H. Schmid	m	Die Huberbäuerin			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	Heft1–5, S.1–4, 30–32, 46–48, 62–68							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Huberbäuerin							
00978-01	Schmid	Hermann von	H. Schmid	m	Die Huberbäuerin			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	1–4							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Huberbäuerin							
00978-02	Schmid	Hermann von	H. Schmid	m	Die Huberbäuerin			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	30–32							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Huberbäuerin							
00978-03	Schmid	Hermann von	H. Schmid	m	Die Huberbäuerin			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	46–48							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Huberbäuerin							
00978-04	Schmid	Hermann von	H. Schmid	m	Die Huberbäuerin			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1	1	TRUE	62–68							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Die_Huberbäuerin							
00979-00	Schücking	Levin		m	Husar und Pandur			1860		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft45, S.705-708							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Husar_und_Pandur							
00979-01	Schücking	Levin		m	Husar und Pandur			1860		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft45, S.705-708							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Husar_und_Pandur							
00979-02	Schücking	Levin		m	Husar und Pandur			1860		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft45, S.705-708							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Husar_und_Pandur							
00979-03	Schücking	Levin		m	Husar und Pandur			1860		Erzählung	E	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft45, S.705-708							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/Husar_und_Pandur							
00980-00	Schücking	Levin		m	In den Casematten Magdeburgs			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft19, S.289-293							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_den_Casematten_Magdeburgs							
00980-01	Schücking	Levin		m	In den Casematten Magdeburgs			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft19, S.289-293							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_den_Casematten_Magdeburgs							
00980-02	Schücking	Levin		m	In den Casematten Magdeburgs			1860		Erzählung/Novelle	E_N_Rubrik	Die Gartenlaube	Familienblatt	Ferdinand Stolle	1		TRUE	Heft19, S.289-293							FALSE	FALSE	FALSE	FALSE	GartenlaubeExtractor	wikisource | https://de.wikisource.org/wiki/In_den_Casematten_Magdeburgs							
